Artist,Album,Track,Datetime
Kaytranada,99.9%,TRACK UNO,18 May 2017 21:28
James Blake,The Colour In Anything,Meet You In The Maze,18 May 2017 21:23
James Blake,The Colour In Anything,Always,18 May 2017 21:18
James Blake,The Colour In Anything,Modern Soul,18 May 2017 21:12
James Blake,The Colour In Anything,Two Men Down,18 May 2017 21:06
James Blake,The Colour In Anything,The Colour In Anything,18 May 2017 21:03
James Blake,The Colour In Anything,Noise Above Our Heads,18 May 2017 20:58
James Blake,The Colour In Anything,I Need A Forest Fire,18 May 2017 20:53
James Blake,The Colour In Anything,Choose Me,18 May 2017 20:48
James Blake,The Colour In Anything,My Willing Heart,18 May 2017 20:44
James Blake,The Colour In Anything,Waves Know Shores,18 May 2017 20:41
James Blake,The Colour In Anything,I Hope My Life - 1-800 mix,18 May 2017 20:35
James Blake,The Colour In Anything,Put That Away And Talk To Me,18 May 2017 20:31
James Blake,The Colour In Anything,f.o.r.e.v.e.r.,18 May 2017 20:29
James Blake,The Colour In Anything,Timeless,18 May 2017 20:24
James Blake,The Colour In Anything,Love Me In Whatever Way,18 May 2017 20:19
James Blake,The Colour In Anything,Points,18 May 2017 20:15
James Blake,The Colour In Anything,Radio Silence,18 May 2017 20:11
Blood Orange,Freetown Sound,Better Numb,18 May 2017 20:08
Blood Orange,Freetown Sound,I Know,18 May 2017 20:03
Blood Orange,Freetown Sound,Thank You,18 May 2017 20:00
Blood Orange,Freetown Sound,Better Than Me,18 May 2017 19:57
Blood Orange,Freetown Sound,Juicy 1-4,18 May 2017 19:53
Blood Orange,Freetown Sound,Squash Squash,18 May 2017 19:49
Blood Orange,Freetown Sound,Hadron Collider,18 May 2017 19:45
Blood Orange,Freetown Sound,Hands Up,18 May 2017 19:41
Blood Orange,Freetown Sound,Desirée,18 May 2017 19:38
Blood Orange,Freetown Sound,But You,18 May 2017 19:34
Blood Orange,Freetown Sound,Love Ya,18 May 2017 19:32
Blood Orange,Freetown Sound,E.V.P.,18 May 2017 19:26
Blood Orange,Freetown Sound,With Him,18 May 2017 19:21
Blood Orange,Freetown Sound,Best to You,18 May 2017 19:17
Blood Orange,Freetown Sound,Chance,18 May 2017 19:15
Blood Orange,Freetown Sound,Augustine,18 May 2017 19:11
Blood Orange,Freetown Sound,By Ourselves,18 May 2017 19:08
Frank Ocean,channel ORANGE,End,18 May 2017 19:06
Frank Ocean,channel ORANGE,Forrest Gump,18 May 2017 19:03
Frank Ocean,channel ORANGE,Pink Matter,18 May 2017 18:58
Frank Ocean,channel ORANGE,Bad Religion,18 May 2017 18:55
Frank Ocean,channel ORANGE,Monks,18 May 2017 18:52
Frank Ocean,channel ORANGE,White,18 May 2017 18:51
Frank Ocean,channel ORANGE,Lost,18 May 2017 18:47
Frank Ocean,channel ORANGE,Pyramids,18 May 2017 18:37
Frank Ocean,channel ORANGE,Crack Rock,18 May 2017 18:33
Frank Ocean,channel ORANGE,Pilot Jones,18 May 2017 18:30
Frank Ocean,channel ORANGE,Super Rich Kids,18 May 2017 18:25
Frank Ocean,channel ORANGE,Not Just Money,18 May 2017 18:24
Frank Ocean,channel ORANGE,Sweet Life,18 May 2017 18:19
Frank Ocean,channel ORANGE,Sierra Leone,18 May 2017 18:17
Frank Ocean,channel ORANGE,Fertilizer,18 May 2017 18:15
Frank Ocean,channel ORANGE,Thinkin Bout You,18 May 2017 18:11
Frank Ocean,channel ORANGE,Start,18 May 2017 18:10
J. Cole,4 Your Eyez Only,4 Your Eyez Only,18 May 2017 18:02
J. Cole,4 Your Eyez Only,She's Mine Pt. 2,18 May 2017 17:57
J. Cole,4 Your Eyez Only,Foldin Clothes,18 May 2017 17:52
J. Cole,4 Your Eyez Only,Neighbors,18 May 2017 17:48
J. Cole,4 Your Eyez Only,Change,18 May 2017 17:42
J. Cole,4 Your Eyez Only,She's Mine Pt. 1,18 May 2017 17:34
J. Cole,4 Your Eyez Only,Ville Mentality,18 May 2017 17:30
J. Cole,4 Your Eyez Only,Deja Vu,18 May 2017 17:24
J. Cole,4 Your Eyez Only,Immortal,18 May 2017 17:20
J. Cole,4 Your Eyez Only,For Whom the Bell Tolls,18 May 2017 17:18
Drake,More Life,Do Not Disturb,18 May 2017 17:13
Drake,More Life,Ice Melts,18 May 2017 17:09
Drake,More Life,Fake Love,18 May 2017 17:06
Drake,More Life,Since Way Back,18 May 2017 16:59
Drake,More Life,Glow,18 May 2017 16:56
Drake,More Life,Can't Have Everything,18 May 2017 16:52
Drake,More Life,Lose You,18 May 2017 16:47
Drake,More Life,KMT,18 May 2017 16:44
Drake,More Life,Teenage Fever,18 May 2017 16:38
Drake,More Life,Nothings Into Somethings,18 May 2017 16:35
Drake,More Life,Sacrifices,18 May 2017 16:30
Drake,More Life,Portland,18 May 2017 16:28
Drake,More Life,Skepta Interlude,18 May 2017 16:25
Drake,More Life,Gyalchester,18 May 2017 16:23
Drake,More Life,4422,18 May 2017 16:20
Drake,More Life,Blem,18 May 2017 16:17
Drake,More Life,Madiba Riddim,18 May 2017 16:13
Drake,More Life,Get It Together,18 May 2017 16:08
Drake,More Life,Jorja Interlude,18 May 2017 16:06
Drake,More Life,Passionfruit,18 May 2017 15:26
Drake,More Life,No Long Talk,18 May 2017 15:23
Drake,More Life,Free Smoke,18 May 2017 15:20
Wilco,Spotify Singles,(What's So Funny Bout) Peace Love and Understanding? - Recorded at Spotify Studios NYC,18 May 2017 13:01
Animal Collective,Meeting of the Waters,Man of Oil,18 May 2017 12:55
JR & PH7,Driven (feat. Roc Marciano),Driven (feat. Roc Marciano),18 May 2017 12:51
SpaceGhostPurrp,Qream,I Need Dat,18 May 2017 12:47
DJ Shadow,Systematic,Systematic (feat. Nas),18 May 2017 12:44
Awon,Moon Beams,Space Bass,18 May 2017 12:41
Bones,UNRENDERED,Taking Out The Trash,18 May 2017 12:38
Jesse James Solomon,City Lights,City Lights,18 May 2017 12:35
Well$,Rosé,Rosé,18 May 2017 12:31
Daraja Hakizimana,Tha Package,Purple Kisses (feat. Asap Rocky),18 May 2017 12:28
MF Grimm,American Hunger: Rebirth,Mother's Heart,18 May 2017 12:25
Anderson Paak,Come Down (Remix) [feat. Ty Dolla $ign & Schoolboy Q],Come Down (Remix),18 May 2017 12:21
Bodega Bamz,Young & Living Out of Order,Young & Living Out of Order,18 May 2017 12:19
flyinglotus,,You're Dead! THUNDERDETH LOTUS - North S,17 May 2017 20:39
Lil Uzi Vert,XO TOUR Llif3,XO TOUR Llif3,17 May 2017 19:44
3OH!3,NIGHT SPORTS,MY DICK,16 May 2017 22:59
Mac DeMarco,This Old Dog,On the Level,16 May 2017 22:55
Kendrick Lamar,DAMN.,LOYALTY. FEAT. RIHANNA.,16 May 2017 22:51
Glass Animals,How To Be a Human Being,Season 2 Episode 3,16 May 2017 21:31
Glass Animals,How To Be a Human Being,Youth,16 May 2017 21:27
Glass Animals,How To Be a Human Being,Life Itself,16 May 2017 21:22
Kendrick Lamar,To Pimp a Butterfly,How Much a Dollar Cost,16 May 2017 19:27
Portishead,Dummy (Non UK Version),Glory Box,16 May 2017 18:40
Portishead,Dummy (Non UK Version),Biscuit,16 May 2017 18:35
Portishead,Dummy (Non UK Version),Pedestal,16 May 2017 18:32
Portishead,Dummy (Non UK Version),Roads,16 May 2017 18:27
Portishead,Dummy (Non UK Version),Numb,16 May 2017 18:23
Portishead,Dummy (Non UK Version),It's a Fire,16 May 2017 18:19
Portishead,Dummy (Non UK Version),Wandering Star,16 May 2017 18:14
Portishead,Dummy (Non UK Version),It Could Be Sweet,16 May 2017 18:10
Portishead,Dummy (Non UK Version),Strangers,16 May 2017 18:05
Portishead,Dummy (Non UK Version),Sour Times,16 May 2017 18:01
Portishead,Dummy (Non UK Version),Mysterons,16 May 2017 17:56
Cocteau Twins,Heaven Or Las Vegas (Remastered),Frou-Frou Foxes in Midsummer Fires,16 May 2017 17:50
Cocteau Twins,Heaven Or Las Vegas (Remastered),Road River and Rail,16 May 2017 17:47
Cocteau Twins,Heaven Or Las Vegas (Remastered),Wolf in the Breast,16 May 2017 17:44
Cocteau Twins,Heaven Or Las Vegas (Remastered),Fotzepolitic,16 May 2017 17:40
Cocteau Twins,Heaven Or Las Vegas (Remastered),I Wear Your Ring,16 May 2017 17:37
Cocteau Twins,Heaven Or Las Vegas (Remastered),Heaven or Las Vegas,16 May 2017 17:32
Cocteau Twins,Heaven Or Las Vegas (Remastered),Fifty-Fifty Clown,16 May 2017 17:28
Cocteau Twins,Heaven Or Las Vegas (Remastered),Iceblink Luck,16 May 2017 17:25
Cocteau Twins,Heaven Or Las Vegas (Remastered),Pitch the Baby,16 May 2017 17:22
Cocteau Twins,Heaven Or Las Vegas (Remastered),Cherry-Coloured Funk,16 May 2017 17:19
Frank Ocean,channel ORANGE,Crack Rock,15 May 2017 22:16
Frank Ocean,channel ORANGE,Pilot Jones,15 May 2017 22:13
Frank Ocean,channel ORANGE,Super Rich Kids,15 May 2017 22:08
Frank Ocean,channel ORANGE,Not Just Money,15 May 2017 22:07
Frank Ocean,channel ORANGE,Sweet Life,15 May 2017 22:03
Frank Ocean,channel ORANGE,Sierra Leone,15 May 2017 22:00
Frank Ocean,channel ORANGE,Fertilizer,15 May 2017 22:00
Frank Ocean,channel ORANGE,Thinkin Bout You,15 May 2017 21:56
Frank Ocean,channel ORANGE,Start,15 May 2017 21:56
Slowdive,Slowdive,Slomo,15 May 2017 21:20
Childish Gambino,Awaken My Love!,Zombies,15 May 2017 21:15
Childish Gambino,Awaken My Love!,Boogieman,15 May 2017 21:11
Childish Gambino,Awaken My Love!,Have Some Love,15 May 2017 21:07
Childish Gambino,Awaken My Love!,Me and Your Mama,15 May 2017 21:01
Mac DeMarco,This Old Dog,Watching Him Fade Away,14 May 2017 21:56
Mac DeMarco,This Old Dog,Moonlight on the River,14 May 2017 21:52
Mac DeMarco,This Old Dog,Moonlight on the River,14 May 2017 21:48
Mac DeMarco,This Old Dog,On the Level,14 May 2017 21:46
Mac DeMarco,This Old Dog,On the Level,14 May 2017 21:44
Mac DeMarco,This Old Dog,One More Love Song,14 May 2017 21:43
Mac DeMarco,This Old Dog,One More Love Song,14 May 2017 21:40
Mac DeMarco,This Old Dog,A Wolf Who Wears Sheeps Clothes,14 May 2017 21:39
Mac DeMarco,This Old Dog,A Wolf Who Wears Sheeps Clothes,14 May 2017 21:37
Mac DeMarco,This Old Dog,Dreams From Yesterday,14 May 2017 21:36
Mac DeMarco,This Old Dog,Dreams From Yesterday,14 May 2017 21:34
Mac DeMarco,This Old Dog,Sister,14 May 2017 21:33
Mac DeMarco,This Old Dog,Sister,14 May 2017 21:32
Mac DeMarco,This Old Dog,Still Beating,14 May 2017 21:31
Mac DeMarco,This Old Dog,Still Beating,14 May 2017 21:29
Mac DeMarco,This Old Dog,One Another,14 May 2017 21:28
A$AP Ferg,Trap Lord,Shabba (feat. A$AP Rocky),
Mac DeMarco,This Old Dog,One Another,14 May 2017 21:26
Mac DeMarco,This Old Dog,For the First Time,14 May 2017 21:26
Mac DeMarco,This Old Dog,For the First Time,14 May 2017 21:23
Mac DeMarco,This Old Dog,Baby You're Out,14 May 2017 21:23
Mac DeMarco,This Old Dog,Baby You're Out,14 May 2017 21:21
Mac DeMarco,This Old Dog,This Old Dog,14 May 2017 21:20
Mac DeMarco,This Old Dog,This Old Dog,14 May 2017 21:18
Mac DeMarco,This Old Dog,My Old Man,14 May 2017 21:15
Kendrick Lamar,DAMN.,FEEL.,14 May 2017 17:26
Kendrick Lamar,DAMN.,ELEMENT.,14 May 2017 17:20
Kendrick Lamar,DAMN.,YAH.,14 May 2017 17:19
Kendrick Lamar,DAMN.,YAH.,14 May 2017 17:17
Kendrick Lamar,DAMN.,DNA.,14 May 2017 17:15
Kendrick Lamar,DAMN.,DNA.,14 May 2017 17:14
Mac DeMarco,This Old Dog,Watching Him Fade Away,14 May 2017 17:13
Mac DeMarco,This Old Dog,Watching Him Fade Away,14 May 2017 17:11
Kendrick Lamar,DAMN.,BLOOD.,14 May 2017 17:11
Kendrick Lamar,DAMN.,BLOOD.,14 May 2017 17:10
Led Zeppelin,Led Zeppelin III (Remastered),Immigrant Song,14 May 2017 17:01
Mac DeMarco,This Old Dog,Moonlight on the River,14 May 2017 03:16
Mac DeMarco,This Old Dog,On the Level,14 May 2017 03:09
Mac DeMarco,This Old Dog,On the Level,14 May 2017 03:07
Mac DeMarco,This Old Dog,One More Love Song,14 May 2017 03:05
Mac DeMarco,This Old Dog,One More Love Song,14 May 2017 03:03
Mac DeMarco,This Old Dog,A Wolf Who Wears Sheeps Clothes,14 May 2017 03:03
Mac DeMarco,This Old Dog,A Wolf Who Wears Sheeps Clothes,14 May 2017 03:00
Mac DeMarco,This Old Dog,Dreams From Yesterday,14 May 2017 02:59
Mac DeMarco,This Old Dog,Dreams From Yesterday,14 May 2017 02:57
Mac DeMarco,This Old Dog,Sister,14 May 2017 02:56
Mac DeMarco,This Old Dog,Sister,14 May 2017 02:56
Mac DeMarco,This Old Dog,Still Beating,14 May 2017 02:55
Mac DeMarco,This Old Dog,Still Beating,14 May 2017 02:53
Mac DeMarco,This Old Dog,One Another,14 May 2017 02:52
Mac DeMarco,This Old Dog,One Another,14 May 2017 02:50
Mac DeMarco,This Old Dog,For the First Time,14 May 2017 02:49
Mac DeMarco,This Old Dog,For the First Time,14 May 2017 02:47
Mac DeMarco,This Old Dog,Baby You're Out,14 May 2017 02:45
Mac DeMarco,This Old Dog,Baby You're Out,14 May 2017 02:44
Mac DeMarco,This Old Dog,This Old Dog,14 May 2017 02:44
Mac DeMarco,This Old Dog,This Old Dog,14 May 2017 02:42
Mac DeMarco,This Old Dog,My Old Man,14 May 2017 02:40
Mac DeMarco,This Old Dog,My Old Man,14 May 2017 02:38
Slowdive,Slowdive,Falling Ashes,14 May 2017 02:34
Slowdive,Slowdive,Falling Ashes,14 May 2017 02:30
Slowdive,Slowdive,Go Get It,14 May 2017 02:27
Slowdive,Slowdive,Go Get It,14 May 2017 02:24
Slowdive,Slowdive,No Longer Making Time,14 May 2017 02:22
Slowdive,Slowdive,No Longer Making Time,14 May 2017 02:18
Slowdive,Slowdive,Everyone Knows,14 May 2017 02:16
Slowdive,Slowdive,Everyone Knows,14 May 2017 02:14
Slowdive,Slowdive,Sugar For The Pill,14 May 2017 02:11
Slowdive,Slowdive,Sugar For The Pill,14 May 2017 02:09
Slowdive,Slowdive,Don't Know Why,14 May 2017 02:07
Slowdive,Slowdive,Don't Know Why,14 May 2017 02:04
Slowdive,Slowdive,Star Roving,14 May 2017 02:02
Slowdive,Slowdive,Star Roving,14 May 2017 01:59
Slowdive,Slowdive,Slomo,14 May 2017 01:51
Mac DeMarco,This Old Dog,Baby You're Out,13 May 2017 15:33
Mac DeMarco,This Old Dog,This Old Dog,13 May 2017 15:31
Mac DeMarco,This Old Dog,My Old Man,13 May 2017 15:26
Frank Ocean,Blonde,Godspeed,13 May 2017 15:14
Frank Ocean,Blonde,Seigfried,13 May 2017 15:08
Frank Ocean,Blonde,White Ferrari,13 May 2017 15:04
Frank Ocean,Blonde,Close To You,13 May 2017 15:03
Frank Ocean,Blonde,Facebook Story,13 May 2017 15:01
Frank Ocean,Blonde,Pretty Sweet,13 May 2017 14:59
Frank Ocean,Blonde,Solo (Reprise),13 May 2017 14:57
Frank Ocean,Blonde,Nights,13 May 2017 14:52
Frank Ocean,Blonde,Good Guy,13 May 2017 14:51
Frank Ocean,Blonde,Self Control,13 May 2017 14:47
Frank Ocean,Blonde,Skyline To,13 May 2017 14:44
Frank Ocean,Blonde,Solo,13 May 2017 14:40
Frank Ocean,Blonde,Be Yourself,13 May 2017 14:38
Frank Ocean,Blonde,Pink + White,13 May 2017 14:35
Frank Ocean,Blonde,Ivy,13 May 2017 14:31
Frank Ocean,Blonde,Nikes,13 May 2017 14:26
Lupe Fiasco,Tetsuo & Youth,Spring,13 May 2017 14:24
Lupe Fiasco,Tetsuo & Youth,They.Resurrect.Over.New. (feat. Ab-Soul & Troi),13 May 2017 14:18
Lupe Fiasco,Tetsuo & Youth,Adoration Of The Magi (feat. Crystal Røvél Torres),13 May 2017 14:13
Lupe Fiasco,Tetsuo & Youth,Madonna (And Other Mothers In The Hood) [feat. Nikki Jean],13 May 2017 14:08
Lupe Fiasco,Tetsuo & Youth,Deliver,13 May 2017 14:05
Lupe Fiasco,Tetsuo & Youth,Chopper (feat. Billy Blue Buk of Psychodrama Trouble Trae Tha Truth Fam Lay & Glasses Malone),13 May 2017 13:55
Lupe Fiasco,Tetsuo & Youth,Winter,13 May 2017 13:53
Lupe Fiasco,Tetsuo & Youth,No Scratches (feat. Nikki Jean),13 May 2017 13:49
Lupe Fiasco,Tetsuo & Youth,Little Death (feat. Nikki Jean),13 May 2017 13:45
Lupe Fiasco,Tetsuo & Youth,Body of Work (feat. Troi & Terrace Martin),13 May 2017 13:39
Lupe Fiasco,Tetsuo & Youth,Prisoner 1 & 2 (feat. Ayesha Jaco),13 May 2017 13:30
Lupe Fiasco,Tetsuo & Youth,Fall,13 May 2017 13:29
Lupe Fiasco,Tetsuo & Youth,Dots & Lines,13 May 2017 13:22
Lupe Fiasco,Tetsuo & Youth,Blur My Hands (feat. Guy Sebastian),13 May 2017 13:17
Lupe Fiasco,Tetsuo & Youth,Mural,13 May 2017 12:56
Lupe Fiasco,Tetsuo & Youth,Summer,13 May 2017 12:54
Girlpool,Powerplant,Static Somewhere,13 May 2017 12:50
Girlpool,Powerplant,It Gets More Blue,13 May 2017 12:46
Girlpool,Powerplant,She Goes By,13 May 2017 12:44
Girlpool,Powerplant,Soup,13 May 2017 12:42
Girlpool,Powerplant,High Rise,13 May 2017 12:41
Girlpool,Powerplant,Powerplant,13 May 2017 12:38
Girlpool,Powerplant,Fast Dust,13 May 2017 12:36
Girlpool,Powerplant,Kiss And Burn,13 May 2017 12:34
Girlpool,Powerplant,Your heart,13 May 2017 12:31
Girlpool,Powerplant,Corner Store,13 May 2017 12:30
Girlpool,Powerplant,Sleepless,13 May 2017 12:27
Kendrick Lamar,DAMN.,DUCKWORTH.,13 May 2017 12:23
Girlpool,Powerplant,123,13 May 2017 12:20
Kendrick Lamar,DAMN.,LOVE. FEAT. ZACARI.,13 May 2017 12:17
Kendrick Lamar,DAMN.,LUST.,13 May 2017 12:12
Danny Brown,Old,Break It (Go),13 May 2017 12:10
Danny Brown,Old,Break It (Go),13 May 2017 00:57
Kendrick Lamar,DAMN.,PRIDE.,12 May 2017 22:01
Kendrick Lamar,DAMN.,LOYALTY. FEAT. RIHANNA.,12 May 2017 21:57
Kendrick Lamar,DAMN.,ELEMENT.,12 May 2017 21:54
Kendrick Lamar,To Pimp a Butterfly,These Walls,12 May 2017 21:25
Vince Staples,Summertime '06,Norf Norf,12 May 2017 21:22
Future,Honest,Honest,12 May 2017 21:19
Rae Sremmurd,SremmLife,Come Get Her,12 May 2017 21:15
ScHoolboy Q,Oxymoron (Deluxe),Hell of a Night,12 May 2017 21:11
Open Mike Eagle,Dark Comedy,Big Pretty Bridges (3 Days off in Albuquerque),12 May 2017 21:07
Tyler the Creator,Wolf,Domo23,12 May 2017 21:05
J. Cole,2014 Forest Hills Drive,Wet Dreamz,12 May 2017 21:01
Run the Jewels,Run the Jewels 2,Oh My Darling Don't Cry,12 May 2017 20:57
P.O.S.,We Don't Even Live Here,F*ck Your Stuff,12 May 2017 20:53
Kendrick Lamar,good kid m.A.A.d city (Deluxe),Sing About Me I'm Dying of Thirst,12 May 2017 20:41
Greg Grease,Cornbread Pearl & G,C.R.E.a.M. Dreams,12 May 2017 20:37
Death Grips,No Love Deep Web,No Love,12 May 2017 20:32
Das Racist,Relax,Shut Up Man (feat. El-P),12 May 2017 20:28
Danny Brown,XXX (Deluxe Edition),Pac Blood,12 May 2017 20:26
J. Cole,Cole World: The Sideline Story,Work Out,12 May 2017 20:22
Drake,Take Care (Deluxe),HYFR (Hell Ya Fucking Right),12 May 2017 20:18
Kendrick Lamar,Section.80,Keisha's Song (Her Pain),12 May 2017 19:44
The Sugarhill Gang,Rhino Hi-Five: The Sugarhill Gang,Rapper's Delight,12 May 2017 16:23
Young Thug,Jeffery,Webbie (feat. Duke),12 May 2017 16:17
Young Thug,Jeffery,Harambe,12 May 2017 16:14
Young Thug,Jeffery,Guwop (feat. Quavo Offset and Young Scooter),12 May 2017 16:09
A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),F**kin' Problems,12 May 2017 16:04
ScHoolboy Q,THat Part (Black Hippy Remix),THat Part - Black Hippy Remix,12 May 2017 16:01
ScHoolboy Q,Oxymoron (Deluxe),Man of the Year,12 May 2017 15:56
GoldLink,At What Cost,Crew,12 May 2017 15:53
Danny Brown,XXX (Deluxe Edition),Die Like a Rockstar,12 May 2017 15:51
Anderson .Paak,Venice,Get 'Em Up,12 May 2017 15:45
Your Old Droog,Packs,G.K.A.C.,12 May 2017 15:42
Czarface,Every Hero Needs a Villain,The Great (Czar Guitar),12 May 2017 15:39
Souls of Mischief,93 'til Infinity,Let 'Em Know,12 May 2017 15:35
A Tribe Called Quest,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),Pubic Enemy,12 May 2017 15:31
Pusha T,Circles,Circles,12 May 2017 15:28
JJ DOOM,KEY TO THE KUFFS,Bite The Thong (feat. Damon Albarn),12 May 2017 15:24
Run the Jewels,Run the Jewels 2,Jeopardy,12 May 2017 15:20
GoldLink,At What Cost,Same Clothes As Yesterday,12 May 2017 15:17
Danny Brown,Old,Gremlins,12 May 2017 15:15
Jonwayne,Rap Album Two,TED Talk,12 May 2017 15:11
Thundercat,Drunk,Captain Stupido,12 May 2017 15:07
Joey Bada$$,ALL-AMERIKKKAN BADA$$,Good Morning Amerikkka,12 May 2017 15:06
Animal Collective,Meeting of the Waters,Man of Oil,12 May 2017 14:56
Grouplove,Little Mess EP,MRI,12 May 2017 14:52
Anderson .Paak,Come Down (Remix) [feat. Ty Dolla $ign & Schoolboy Q],Come Down (Remix),12 May 2017 14:47
Wilco,Spotify Singles,(What's So Funny Bout) Peace Love and Understanding? - Recorded at Spotify Studios NYC,12 May 2017 14:43
Nas,On the Road Again,On the Road Again,12 May 2017 14:41
Fleet Foxes,Fool's Errand,Fool's Errand,12 May 2017 14:36
Lupe Fiasco,Coulda Been,Coulda Been,12 May 2017 14:31
Rae Sremmurd,SremmLife,No Type,12 May 2017 14:15
Travis Scott,Rodeo (Deluxe),oh my dis side,12 May 2017 14:11
Young Thug,Jeffery,Wyclef Jean,12 May 2017 14:07
Joey Bada$$,ALL-AMERIKKKAN BADA$$,Good Morning Amerikkka,12 May 2017 14:06
Lupe Fiasco,Lupe Fiasco's The Cool,Gold Watch,12 May 2017 12:53
Lupe Fiasco,Lupe Fiasco's The Cool,Hi-Definition (feat. Snoop Dogg & Pooh Bear),12 May 2017 12:49
Lupe Fiasco,Lupe Fiasco's The Cool,Paris Tokyo,12 May 2017 12:44
Lupe Fiasco,Lupe Fiasco's The Cool,Superstar (feat. Matthew Santos),12 May 2017 12:40
Frank Ocean,Blonde,Nikes,12 May 2017 03:10
Frank Ocean,Blonde,Nikes,12 May 2017 03:04
Frank Ocean,Blonde,Futura Free,12 May 2017 02:51
Frank Ocean,Blonde,Futura Free,12 May 2017 02:45
Frank Ocean,Blonde,Godspeed,12 May 2017 02:44
Frank Ocean,Blonde,Godspeed,12 May 2017 02:42
Frank Ocean,Blonde,Seigfried,12 May 2017 02:40
Frank Ocean,Blonde,Seigfried,12 May 2017 02:37
Frank Ocean,Blonde,White Ferrari,12 May 2017 02:36
Frank Ocean,Blonde,White Ferrari,12 May 2017 02:33
Frank Ocean,Blonde,Close To You,12 May 2017 02:32
Frank Ocean,Blonde,Close To You,12 May 2017 02:31
Frank Ocean,Blonde,Facebook Story,12 May 2017 02:30
Frank Ocean,Blonde,Pretty Sweet,12 May 2017 02:30
Frank Ocean,Blonde,Pretty Sweet,12 May 2017 02:27
Frank Ocean,Blonde,Solo (Reprise),12 May 2017 02:27
Frank Ocean,Blonde,Solo (Reprise),12 May 2017 02:26
Frank Ocean,Blonde,Nights,12 May 2017 02:24
Frank Ocean,Blonde,Nights,12 May 2017 02:21
Frank Ocean,Blonde,Good Guy,12 May 2017 02:21
Frank Ocean,Blonde,Good Guy,12 May 2017 02:20
Frank Ocean,Blonde,Self Control,12 May 2017 02:18
Frank Ocean,Blonde,Self Control,12 May 2017 02:16
Frank Ocean,Blonde,Skyline To,12 May 2017 02:15
Frank Ocean,Blonde,Skyline To,12 May 2017 02:13
Frank Ocean,Blonde,Solo,12 May 2017 02:12
Frank Ocean,Blonde,Solo,12 May 2017 02:08
Frank Ocean,Blonde,Be Yourself,12 May 2017 02:08
Frank Ocean,Blonde,Be Yourself,12 May 2017 02:07
Frank Ocean,Blonde,Pink + White,12 May 2017 02:06
Frank Ocean,Blonde,Pink + White,12 May 2017 02:04
Frank Ocean,Blonde,Ivy,12 May 2017 02:03
Frank Ocean,Blonde,Ivy,12 May 2017 02:00
A$AP Ferg,Trap Lord,Shabba (feat. A$AP Rocky),
Frank Ocean,Blonde,Nikes,12 May 2017 01:58
Frank Ocean,Blonde,Nikes,12 May 2017 01:54
Lupe Fiasco,Tetsuo & Youth,Summer,12 May 2017 01:51
Lupe Fiasco,Tetsuo & Youth,Spring,12 May 2017 01:49
Lupe Fiasco,Tetsuo & Youth,Spring,12 May 2017 01:48
Lupe Fiasco,Tetsuo & Youth,They.Resurrect.Over.New. (feat. Ab-Soul & Troi),12 May 2017 01:46
Lupe Fiasco,Tetsuo & Youth,They.Resurrect.Over.New. (feat. Ab-Soul & Troi),12 May 2017 01:43
Lupe Fiasco,Tetsuo & Youth,Adoration Of The Magi (feat. Crystal Røvél Torres),12 May 2017 01:40
Lupe Fiasco,Tetsuo & Youth,Adoration Of The Magi (feat. Crystal Røvél Torres),12 May 2017 01:38
Lupe Fiasco,Tetsuo & Youth,Madonna (And Other Mothers In The Hood) [feat. Nikki Jean],12 May 2017 01:36
Lupe Fiasco,Tetsuo & Youth,Madonna (And Other Mothers In The Hood) [feat. Nikki Jean],12 May 2017 01:33
Lupe Fiasco,Tetsuo & Youth,Deliver,12 May 2017 01:32
Lupe Fiasco,Tetsuo & Youth,Deliver,12 May 2017 01:29
Lupe Fiasco,Tetsuo & Youth,Chopper (feat. Billy Blue Buk of Psychodrama Trouble Trae Tha Truth Fam Lay & Glasses Malone),12 May 2017 01:26
Lupe Fiasco,Tetsuo & Youth,Chopper (feat. Billy Blue Buk of Psychodrama Trouble Trae Tha Truth Fam Lay & Glasses Malone),12 May 2017 01:20
Lupe Fiasco,Tetsuo & Youth,Winter,12 May 2017 01:19
Lupe Fiasco,Tetsuo & Youth,Winter,12 May 2017 01:18
Lupe Fiasco,Tetsuo & Youth,No Scratches (feat. Nikki Jean),12 May 2017 01:16
Lupe Fiasco,Tetsuo & Youth,No Scratches (feat. Nikki Jean),12 May 2017 01:14
Lupe Fiasco,Tetsuo & Youth,Little Death (feat. Nikki Jean),12 May 2017 01:12
Lupe Fiasco,Tetsuo & Youth,Little Death (feat. Nikki Jean),12 May 2017 01:09
Lupe Fiasco,Tetsuo & Youth,Body of Work (feat. Troi & Terrace Martin),12 May 2017 01:06
Lupe Fiasco,Tetsuo & Youth,Body of Work (feat. Troi & Terrace Martin),12 May 2017 01:03
Lupe Fiasco,Tetsuo & Youth,Prisoner 1 & 2 (feat. Ayesha Jaco),12 May 2017 01:00
Lupe Fiasco,Tetsuo & Youth,Prisoner 1 & 2 (feat. Ayesha Jaco),12 May 2017 00:55
Lupe Fiasco,Tetsuo & Youth,Fall,12 May 2017 00:54
Lupe Fiasco,Tetsuo & Youth,Fall,12 May 2017 00:53
Lupe Fiasco,Tetsuo & Youth,Dots & Lines,12 May 2017 00:51
